"会議開始からの時刻","日付","時刻","話者","タグ","発言内容"
"00:35:34","2026/01/15","14:08:37","speaker6","","絶対にやってはいけないことなんですけども、このオペレーター私あのキャパの上に乗ってたんですが荒巻"
"00:35:44","2026/01/15","14:08:47","speaker6","","海に落とせと"
"00:35:46","2026/01/15","14:08:49","speaker6","","海に落とせと俺は謝りに行くから落とせばということで彼は、"
"00:35:57","2026/01/15","14:09:00","speaker6","","ガックンと外したらそれ僕のは嫌だから"
"00:36:02","2026/01/15","14:09:05","speaker6","","かつてですね。文はこんな立てて、ぱっと入れたんですが、持ちこたえてくれたんです。"
"00:36:09","2026/01/15","14:09:12","speaker6","","うん。持ちこたえてくれたんで、皆さんにお願いです。"
"00:36:13","2026/01/15","14:09:16","speaker6","","私はいつでも言う鹿島の"
"00:36:18","2026/01/15","14:09:21","speaker3","","なんだ、なんだ、あの象の鼻、ダウン看板を下ろすときに、あんときもね、あの南のあの親父と羽の喧嘩をやったのはですね、彼らは武川も聞いてですね、"
"00:36:36","2026/01/15","14:09:39","speaker3","","持ち上げてダウンを抜くというね、1300tのプレーンでですね、150tのダウン釜を上に抜くというやり方をしたんで、怒ったんですよ。馬鹿野郎って思ったんすよ。"
"00:36:51","2026/01/15","14:09:54","speaker3","","ね。なぜしたい降ろさないんだと"
"00:36:55","2026/01/15","14:09:58","speaker5","","ブームを倒しながら被災を下ろすのが解体の仕事だという。"
"00:37:01","2026/01/15","14:10:04","speaker5","","ね。"
"00:37:02","2026/01/15","14:10:05","speaker6","","この私は逆にですね、武運を前倒しで下を下ろすっていう極めて危険なことをやってですね本当にあるプロの方の上に乗ってましたんで、あのクレーンのオペレーターの荒巻と一緒にですね、ぶっ飛ばされて、一生終わってたかもわからない。ユースにお願いです。"
"00:37:25","2026/01/15","14:10:28","speaker5","","クレーンは"
"00:37:26","2026/01/15","14:10:29","speaker3","","持ち上げるためにあるんじゃないんです。"
"00:37:28","2026/01/15","14:10:31","speaker3","","我々解体の現場のクレーンは降ろすためにあるんです。"
"00:37:33","2026/01/15","14:10:36","speaker3","","しかも、必ずブーンを弾きながら下げるという作業工程を、いわゆる計画書を作ってくださいここ一番というときにどうしようもなくなる。うん。"
"00:37:45","2026/01/15","14:10:48","speaker6","","南とやり合ったのは鹿島でやり合ったのは俺は日本一だっていうミナミと場面って怒った俺はね、てめえ何が乳児だった。馬鹿やろうっつってる。"
"00:37:57","2026/01/15","14:11:00","speaker5","","冗談じゃない。彼らはそういう経験したことがないんでね言っときます。必ず高所から下ろすときは、絶対安全な方を、ブームを起こしながら、死体を下ろすという切り方をして、"
"00:38:13","2026/01/15","14:11:16","speaker6","","手前抜いていくというやり方をしてください。いいですねこれプログラム、はい次、煙突行きましょう。"
"00:38:24","2026/01/15","14:11:27","speaker6","","110メーターのRCの煙突です下が12メーター上で6メーターですということは何かっていうと、150メーター行って、3メーター、片側3メーター"
"00:38:40","2026/01/15","14:11:43","speaker6","","両方で6メーター下12メーター上で6メーターですから、セットバックしていくと、この黄金比っていうのは覚えておいてください。大体風車もそうですが全部そうですね大体風荷重の関係ですね。1メーターで2センチ"
"00:39:00","2026/01/15","14:12:03","speaker5","","1メーター上がると2センチセットバックしていくと。でうちの竹本が、あの、松戸市が広報を考えたのは、2メーター切ると4センチ隙間ができると。だから上のやつが中に入るというのが、パトリシア窓口か広報の考え方の原点だった。"
"00:39:21","2026/01/15","14:12:24","speaker6","","いいですか。ディメーター上がると、2センチぐらい絶対そうだといいます。ほぼ2センチです。これは風数の関係で大体この黄金比は変わらないで下で12メーター上で6メーター"
"00:39:37","2026/01/15","14:12:40","speaker5","","上で200ミリ下で450ミリというコンクリートの厚みだったんす。下の450ミリはですね、もうすだれのようにこっちから向こう鉄筋見えないですね。3列に入ってて、"
"00:39:52","2026/01/15","14:12:55","speaker6","","見えないっすよ。そのぐらいしっかりしてまして。問題は3000万円の予算で、20メーター"
"00:40:02","2026/01/15","14:13:05","speaker4","","先はですね、20メーター20メーター他所の境界です。"
"00:40:07","2026/01/15","14:13:10","speaker3","","だからそこにメインのパイプラックが下にずっとあってですね、いや、とても難しい工事ですよ。倒させてくれてたら絶対駄目だって言うしね絶対駄目だったし"
"00:40:23","2026/01/15","14:13:26","speaker3","","考えたんです。考えたんす。"
"00:40:29","2026/01/15","14:13:32","speaker6","","この足場を作って、この足場真ん中の部分だけこれを中へ入れてですね中にこれ集合煙突の中に3メーターの沿道がありますんで、"
"00:40:43","2026/01/15","14:13:46","speaker3","","中にNaITOがありますんで、ない頭の中に入れ込んで、ずっと上上げてですね、あの横のツアーを広げて"
"00:40:51","2026/01/15","14:13:54","speaker3","","この下にも人が入れるし上にも人がある。これが舞台になって踊り場になって、煙突のない頭にかぶせてあのね、この横丁"
"00:41:06","2026/01/15","14:14:09","speaker5","","傘のように広がっていく。これはお金がないんでこのときは単館でこうやってですね単価を伸ばしながら下げていくっていう上で作業する下で作業する内藤を引っ掛けておいて、"
"00:41:21","2026/01/15","14:14:24","speaker5","","日陰といて、そこの下で3メーターぐらいありますからね、日陰といて途中で日陰という1.5メーター切れるんですね。"
"00:41:31","2026/01/15","14:14:34","speaker3","","上の位置で5メーター切れるんですね。引っかけありますからチェーンブロックで引っかけてあるんで、1.5メーター切って、あの下からですね、この火砕落としてスクラップを回収すると"
"00:41:47","2026/01/15","14:14:50","speaker3","","いうことで、人は上に乗ってですねあのブレーカーで走るわけですよ。大体2メーター、2メーターぐらいの確認の発生ですね。中は、中はあの"
"00:42:02","2026/01/15","14:15:05","speaker3","","昇降用の階段がありますが中に落とせない外へ落とすんですそういうことですすぐ横、パイプラックがあって、その横はよその会社なんですね。"
"00:42:13","2026/01/15","14:15:16","speaker3","","問題は、"
"00:42:15","2026/01/15","14:15:18","speaker6","","これも面白いですから聞いてください。"
"00:42:18","2026/01/15","14:15:21","speaker6","","あの、あの、こっち側、よその会社があるんですね。バーンとあれか、倒して下を落とすときに細かい破片が飛ばないようにある袋か教えてんです風花教えてください。"
"00:42:29","2026/01/15","14:15:32","speaker4","","あれをですね、手で押して、"
"00:42:33","2026/01/15","14:15:36","speaker4","","5人ぐらい手で押してパパッとトーストパターンとあれが倒れて150メーター上から下へ落ちてくるんですね。かっこいいね。"
"00:42:44","2026/01/15","14:15:47","speaker6","","下に絵がありますいうふうに落ちてきますが問題は、"
"00:42:53","2026/01/15","14:15:56","speaker4","","上と下の幅が3メーターあるわけですねさっき説明したように、売りから落ちてくる。あのね、あれ、あのコンクリートの塊がですね、壁にこの3メーターの壁に当たったら、どこへ跳ねるかわからんですねそれは"
"00:43:12","2026/01/15","14:16:15","speaker6","","誰が"
"00:43:14","2026/01/15","14:16:17","speaker6","","この壁に当たってどのぐらい飛ぶかっていうことをわかる人いますか。"
"00:43:21","2026/01/15","14:16:24","speaker6","","いや、"
"00:43:24","2026/01/15","14:16:27","speaker6","","お金がないからどうしてもこれ、こうしなきゃいかんのですよ。プレーン使えないんです金がないから"
"00:43:35","2026/01/15","14:16:38","speaker3","","反対側影響のないところ我々は最初始まる前にですね、いろんなものを申し上げましたコンクリートの塊も鉄の塊も材木もいろいろ持ち上げて反対側からですね、何回も何回も落とすフェスをやりました。"
"00:43:55","2026/01/15","14:16:58","speaker3","","絶対にぶつからないっすね。"
"00:43:58","2026/01/15","14:17:01","speaker4","","あの3メーターの幅、そのまますげえに全部同じと落ちますね。"
"00:44:05","2026/01/15","14:17:08","speaker6","","ということを証明して、こっちの工場の方向にも、パイプラックの方向にも、あれを落とすということでやりました。機種的なことだったんで"
"00:44:22","2026/01/15","14:17:25","speaker5","","問題は、この足場です。この内藤にかぶせて、あの作業するこの深さがあるんで、深さの真ん中で引っ掛けておけば、その上の1.5メーター、この部分ですね。"
"00:44:37","2026/01/15","14:17:40","speaker1","","本人、人間大体これこれ、この辺にこうなるんですね。でも、"
"00:44:42","2026/01/15","14:17:45","speaker1","","ここに"
"00:44:47","2026/01/15","14:17:50","speaker1","","これない投稿ありますから、NaITOにいます。この古い機械を引っ掛けておけばですね、この上の部分が切っても構わないですね。"
"00:44:56","2026/01/15","14:17:59","speaker1","","ここで保持されてます。"
"00:44:58","2026/01/15","14:18:01","speaker1","","作業が起こってくるということで、"
"00:45:04","2026/01/15","14:18:07","speaker3","","無事に3000万円でですね、この煙突の解体ありまして、この足場、この足場下の上で考えたんです内藤にかぶせてふこの深見の分だけ半分は切って取れるよねと"
"00:45:21","2026/01/15","14:18:24","speaker3","","ただこれは後に大成建設が使わさせてくれってきましたけども、断りました。"
"00:45:28","2026/01/15","14:18:31","speaker3","","断ります。火力発電所でやりたいからって断りました。あの100億で返した。"
"00:45:36","2026/01/15","14:18:39","speaker5","","そしたら向こうも100億出せなかったから、この話はオジャンにあってその末、誰かやってくださいこれはもう絶対にこの工法はですね、生きてます。これ特許にもなってますし、この延長上で、今度は集合延長ず、内藤が3本も4本もあるやつも同じことなんですね。それもかぶせて"
"00:46:01","2026/01/15","14:19:04","speaker3","","あのね、大きなステージを作れば、あれ20メーターぐらいありますから、そのステージは一緒に降りてきますから、クレーンを使わないで解体できると。そういうことで、詳しいことはまた青木くんも知ってますしまた秋に来てください。あの"
"00:46:21","2026/01/15","14:19:24","speaker6","","これがベストらがですね、この工法を考えると、という一番最初に実用的に"
"00:46:38","2026/01/15","14:19:41","speaker3","","多くかかるやつをですね、3000万円で工事をやり抜いたという一つのあかしになりました1ヶ月間ぐらいほとんど寝ずに考えました。"
"00:46:52","2026/01/15","14:19:55","speaker3","","どうしようかっていうことで、結果うまくいきました。これ今でも使えると思ってます。はい。"
"00:47:02","2026/01/15","14:20:05","speaker6","","これが今の特許になった部分の話です。中にかぶってるやつんところに乗ってですね、作業するとこういうことですまたあのどっかで使えるときあったら使ってくださいうちの会社にはこういう特許もあります。"
"00:47:24","2026/01/15","14:20:27","speaker3","","はい。"
"00:47:30","2026/01/15","14:20:33","speaker3","","いや、出光興産、いやこれはさっきお話しました。千葉の工場はですね、先ほど申し上げたように、"
"00:47:40","2026/01/15","14:20:43","speaker3","","10年間ぐらいあそこの千葉千葉の出光興産は全部私がやりました。しかも出光からですね、先ほど申し上げたように、"
"00:47:56","2026/01/15","14:20:59","speaker4","","いろんなことを考えてくれと。一番大きな話だけさしてください。貨車済みヤードっていうですね、油をですね、他社に積んで出荷をしてた、その会社積みヤードっつうのがですね、17畳レールが17畳ありました。"
"00:48:17","2026/01/15","14:21:20","speaker4","","だから17条ですから34本レールがあったわけですね。幅が100メーターちょっと長さがですね、どのぐらいあったのかな。300メーターぐらいあるのかな。だからちょうどゴルフ場で言うミドルホール1本分ぐらいありましたねそこに"
"00:48:38","2026/01/15","14:21:41","speaker4","","全1種ジェット燃料から始まって酢醤油JBGUCUがそれに軽油灯油、ジェット燃料あらゆる樹脂がですね、製造"
"00:48:54","2026/01/15","14:21:57","speaker4","","部分から配管もしくはタンクからですね送られてきて配管でザーッと送られてきて貨車に詰めるようになってるわけですよ。もちろんレーズン下で枕木があるわけですねしかも当時出光興産は隣の三井化学と"
"00:49:11","2026/01/15","14:22:14","speaker3","","新しくフェノール樹脂のプラントを作らなきゃいかんということで、そこの場所を空けてですね、三井との合弁のプラントを作らなきゃいかんということで"
"00:49:27","2026/01/15","14:22:30","speaker4","","どうしても何日までにやりやり抜かなきゃいかんっていう、全部油入ってんです。空気産業っていうのがですね、油が全部抜くんですけれども、取り切れない部分が車に残ってるんですね。"
"00:49:42","2026/01/15","14:22:45","speaker5","","それを処理する時間がないんです。いわゆる後ろからですね工程が起こせず新しいプラントを作る工程が追っかけてきてるんで。"
"00:49:55","2026/01/15","14:22:58","speaker4","","石川島がギブアップして鹿島がギブアップして太平電気をピックアップして、みんなギブアップしたのをやってくれというふうに頼まれたと油入ってるんです。"
"00:50:10","2026/01/15","14:23:13","speaker4","","で、訪問してあるし"
"00:50:12","2026/01/15","14:23:15","speaker4","","すごいですよ。"
"00:50:16","2026/01/15","14:23:19","speaker4","","はい。パイプラックだけでも五、六メーターの幅でですね、ザーッと配管がこう並んでですね、高くなったり、試作部って向こうで立ち上がったりですね。とにかく"
"00:50:32","2026/01/15","14:23:35","speaker6","","長さだけでも300mあるとこずっと延々と拓也都から来てるわけですから"
"00:50:38","2026/01/15","14:23:41","speaker6","","ここで私が初めて油の勉強しましたAMIをこれさ、"
"00:50:44","2026/01/15","14:23:47","speaker6","","施設に潜水艇泉の水とか泉水っていう部が降りましてですね、こいつがですね、大手に発注する予定だったのが、訳のわからん"
"00:50:59","2026/01/15","14:24:02","speaker6","","吉野に発注したっちゅうことで怒ってですね、もう調達の連中にラリー怒ってもらってるとき私呼ばれていて、"
"00:51:11","2026/01/15","14:24:14","speaker3","","まず第一声です。"
"00:51:14","2026/01/15","14:24:17","speaker4","","この川の下をくぐってる配管があるんですが、この下に溜まってる滞留してる油をどうやって取るのかっていう質問を受けたときに、"
"00:51:28","2026/01/15","14:24:31","speaker3","","私は知らないから、タンクローリーですいますと言ったんですよ。そうしたらこの西武の泉水がですね、机思いっ切りた馬鹿やってですね、ウェブが"
"00:51:43","2026/01/15","14:24:46","speaker4","","調達が2階にあるんですがね。アルテックが3段ぐらい飛び上がって2回上がって調達の上だったらだって出てくる。これは"
"00:51:52","2026/01/15","14:24:55","speaker4","","こんなそれはね、油を発注したのかって始まったわけだね。"
"00:51:59","2026/01/15","14:25:02","speaker4","","ちゃんですよ。ちゃんです。"
"00:52:02","2026/01/15","14:25:05","speaker3","","私は油の勉強を始めました。"
"00:52:06","2026/01/15","14:25:09","speaker3","","旭工さんっていう名前変わってるかわかりませんセイコーさんあそこのあそこにも吉野さんっていう部署がいてですね、油を教えてくれと言ったら冗談じゃない。覚え忙しいそんなことやってる本を3冊ぐらい貸してくれて、自分で読めて、"
"00:52:23","2026/01/15","14:25:26","speaker3","","やったんで、問題は"
"00:52:27","2026/01/15","14:25:30","speaker4","","私はずっと、あのスリーパーの上にある配管ですね。全部ユンボで切らさしてくれた4本だ。あのカッターで切らざる式です。打ったらまた先生怒ったねてめえこのやろうっつったよね。"
"00:52:41","2026/01/15","14:25:44","speaker3","","ここどうだと思ったんだってね。製油所だのって"
"00:52:46","2026/01/15","14:25:49","speaker3","","馬鹿野郎。そんなもんで火がつくじゃねかっつったら、鉄で鉄を切るわけだから、火花が出て、油入って、ガソリンも入ってんだね。"
"00:52:57","2026/01/15","14:26:00","speaker6","","そんときにお茶本当だ。全然知らないんで私もね、いい加減に行ったんですが、泉水さん。"
"00:53:08","2026/01/15","14:26:11","speaker6","","あんたは声優のプロだよね。"
"00:53:12","2026/01/15","14:26:15","speaker6","","俺は解体のプロレス"
"00:53:15","2026/01/15","14:26:18","speaker6","","ね。"
"00:53:16","2026/01/15","14:26:19","speaker6","","油のことだったら、俺はあんたの言うこと聞くよと、解体のことにくちばし挟まれるのは嫌だっつったの"
"00:53:24","2026/01/15","14:26:27","speaker6","","いいかと"
"00:53:27","2026/01/15","14:26:30","speaker4","","200ミリの配管を"
"00:53:30","2026/01/15","14:26:33","speaker4","","切ったときに、"
"00:53:32","2026/01/15","14:26:35","speaker4","","あんたは鉄と鉄が擦り合って火花が出ると言ったなって言ったの。当たり前じゃねかって言うから、そうかと"
"00:53:39","2026/01/15","14:26:42","speaker4","","配管を切ったときに、この20ミリと20ミリの鉄はちゃんとくっついて40日になったやつを9残ってたのん違うだろうと"
"00:53:51","2026/01/15","14:26:54","speaker4","","こいつは半分縮んだらすぱっと切れるんだっていうのは、これをせん断と言うんだ。"
"00:53:57","2026/01/15","14:27:00","speaker4","","知らないだろうたら、知らないってそうだろう。"
"00:54:00","2026/01/15","14:27:03","speaker4","","やってみようかやりましたよる。"
"00:54:04","2026/01/15","14:27:07","speaker4","","カメラを3台ぐらい置いてですね、あの出光の広場にある配管持ち手をハイオク入れる配合入れてですね、明るい消せっつって切るわけですよ。"
"00:54:18","2026/01/15","14:27:21","speaker3","","引いてねなって言って、また切るわけだよ。狙っちゃ何回"
"00:54:24","2026/01/15","14:27:27","speaker3","","泉水さん俺の勝ちだよなこれは"
"00:54:27","2026/01/15","14:27:30","speaker6","","好きなようにさせてもらうよと"
"00:54:30","2026/01/15","14:27:33","speaker6","","言ってどうしたかっていうと、当時フェニックスが動いの方を今あの、何だ、"
"00:54:40","2026/01/15","14:27:43","speaker3","","リバーのあるあの近所に、あの昭和鉄工の中にあったんで、そのそこに持ち込むのに、"
"00:54:47","2026/01/15","14:27:50","speaker4","","大型トラックの鉄の箱をですね、溶接して、油が漏れないように溶接して、中に保温材をこのぐらい入れてですね、切ると、舟形になるんでね。その方少しね。だから切るとちょっと粒分からお互い繋がったんでそれを持ち上げて、トラックのボディーに乗っけて、斜めに乗っけるわけですよ。"
"00:55:13","2026/01/15","14:28:16","speaker4","","ね、長いまんま斜めの恐怖と、少しずつ油流れて保温材に染み込んでいくのね。ええ。本来つけたまんまでそいつをそのまま口座付けたまんまいってどうせ酒あのギロチンできるんだから、ギロチンできて残ったやつはね"
"00:55:32","2026/01/15","14:28:35","speaker4","","管理型の廃棄物で処分されるわけだからということで、泉水に勝って、好機を残してですね、完工したんですね。それを出光の工場長はよくやってくれたと"
"00:55:49","2026/01/15","14:28:52","speaker3","","誰もできない工事をよくやってくれたと。ということで、私はその火花が出るか出ないか全然知らなかったけども多分そうだなと思っただけの話でですね、やりました。だから、それから出光はですね、全部の解体を私にさせました。"
"00:56:09","2026/01/15","14:29:12","speaker3","","ということで、千葉の出光でこの前苦労してるのを聞いてですね、非常に残念でした。私はそこでどのぐらい金字塔を立てたかわからない出光は誰もできない仕事を全部やっています。"
"00:56:24","2026/01/15","14:29:27","speaker5","","はい。次"
"00:56:27","2026/01/15","14:29:30","speaker6","","晴れて、時間どのぐらいなりました。"
"00:56:32","2026/01/15","14:29:35","speaker6","","もうない。"
"00:56:34","2026/01/15","14:29:37","speaker6","","まだ大丈夫"
"00:56:36","2026/01/15","14:29:39","speaker6","","あと440分。はい。これから本番です。うん。東京電力の豊洲数です。今、豊洲の市場ができてこの絵で見ますこれ古い絵です。"
"00:56:51","2026/01/15","14:29:54","speaker3","","古い絵ですね。なんかこれある。"
"00:56:55","2026/01/15","14:29:58","speaker6","","これないと見えないです。そうかそうか。ごめんね。"
"00:57:01","2026/01/15","14:30:04","speaker6","","いや、それいろいろ説明した。これ手前が、手前が北側になりますけども、手前これが東京電力ですボイラー6館ありますボイラー6あって、その向こう"
"00:57:19","2026/01/15","14:30:22","speaker6","","黒くなってるのは石炭の山です。"
"00:57:21","2026/01/15","14:30:24","speaker6","","してきたんだ山です。まだ順位だけに解除する原油だけに介入する前の、これあの豊洲の埠頭は昔石炭埠頭と言われてですね、この、この上の部分は東京ガスです。"
"00:57:36","2026/01/15","14:30:39","speaker6","","東京ガスまだ中継タンクはほとんどないんですねそこ中継タンクなのかな。ガスをまだ製造してるところですね。石炭を燃やしてガスを製造して、残った撫養川を全部埋めてやったやつを東京都が買ってですねとんでもない大損したのが、この現場で今の豊洲の一番できてると思うんですね。"
"00:57:58","2026/01/15","14:31:01","speaker6","","問題は、この東京電力があそこの石炭の置き場一番左に一つ油のタンクあれ重油タンクですあれが2万キロの重油タンクです。あの石山の黒いところに"
"00:58:14","2026/01/15","14:31:17","speaker6","","原油のタンクが二つできました。だから、私が行ったときには、一番右の煙突の一番に1号2号はなくなって、3C564感あって向こうに油のタンクは重油タンクが一つ。原油の単価原油タンク二つは、フローティング重要なタンクは今ルーフという。こちらにタービンがあるとこういう図式のところ行きました。"
"00:58:41","2026/01/15","14:31:44","speaker6","","うん。こっから面白い。"
"00:58:43","2026/01/15","14:31:46","speaker6","","私出光におりまして、大平善行の佐藤という所長がですね、女子のさ、"
"00:58:51","2026/01/15","14:31:54","speaker6","","ボイラーを壊せると言ったんで、ちょっと待てよと"
"00:58:58","2026/01/15","14:32:01","speaker6","","俺は生まれる前からボイラー壊してきてるんだと"
"00:59:02","2026/01/15","14:32:05","speaker3","","ボイラー任せなさいったらすぐにうちの本社へ行ってくれんかと。当時対応電源の本社は今管にありますけれども、普段のビルを作ってるんで船橋のイトーヨーカ堂に仮住まいをしてるときに行ってくれっていうことで言ったら、"
"00:59:20","2026/01/15","14:32:23","speaker6","","大久保っていう専務と久保っていう常務と専務と2人が待ってて、ボイラーを壊せますかっていう話で。何を言ってますかとね。私はボイラーを壊すために生まれてきたような人間ですと"
"00:59:39","2026/01/15","14:32:42","speaker6","","っていう話をしたらですね、今すぐ新東京豊洲へ行ってくれっつんですね。行きました。"
"00:59:46","2026/01/15","14:32:49","speaker6","","行ったらですね、東京電機工務所東電工業、東電環境"
"00:59:53","2026/01/15","14:32:56","speaker6","","それから、大平善行をというボイラーのエキスパートばっかりが集まってるとこポッド入れられまして、"
"01:00:01","2026/01/15","14:33:04","speaker6","","本入ってすぐ右側に打ち合わせの部屋あるんですけども、行ったらそのまんま会議室でですね、1週間ずっと会議なんでね。"
"01:00:14","2026/01/15","14:33:17","speaker6","","広報と工程の会議をやってて、"
"01:00:18","2026/01/15","14:33:21","speaker6","","本物見たこともないんです。"
"01:00:21","2026/01/15","14:33:24","speaker6","","本物を見せてくれないんで、みんなわかってるから"
"01:00:25","2026/01/15","14:33:28","speaker6","","とりあえず、とりあえず彼の言ってる話スーパーがどうだとかエコがどうだとかっていうね。もうそんな専門用語ばっかりやってるんだよね。"
"01:00:42","2026/01/15","14:33:45","speaker3","","それって何を言ってるのかっていうことをメモしながらですね、"
"01:00:51","2026/01/15","14:33:54","speaker6","","今夜行って、ボイラー関係の本を買ってですね夜ね、彼らの言ってる言葉と、例えばこのいざって言うからこのいざといはねこと言うんですねねどうしたってね、エコって何だろうかと"
"01:01:07","2026/01/15","14:34:10","speaker6","","ね。後ならわかるけどわからんでこの前はわからない。しかしこの井沢正式な折半機という節約する炭を石炭を節約するということで、いわゆる我々が今使ってるエコノミーのを元になるね接着するという意味ですね。いわゆる石炭を少なくして効率を上げられる、いわゆる温度をそこでもう1回回収するというこのバイザーがあって、"
"01:01:38","2026/01/15","14:34:41","speaker3","","過労があって過労の中でばあっと費用対してですね水を蒸気に変えても100tしかならないわけですよ。100℃の蒸気っていうのは、火力発電所の世界では何の役にも立ちません。"
"01:01:52","2026/01/15","14:34:55","speaker3","","夜間から別途出る100ドルの長期はヘッドスパにもなりません。大体500℃から600℃ぐらい圧力で150気圧ぐらいの温度に高めないと、タービンを回す力にはならないですね。この"
"01:02:08","2026/01/15","14:35:11","speaker3","","高圧高温の目にも見えないような蒸気がですね旅に行って仕事をして、そのまま捨てるわけにいかもう1回戻してですね、もう1回温め直してもう1回送るなんかサッカーも4回もやるわけですよ。それをスーパーヒーターって言うんですね加熱器というのをね彼らはスーパーヒーター、それも略して、スーパーとしか言わないんですねラジオみたいな話になってスーパーとしか言わないで、そのエコだとかスーパーだとかっていう言葉が入れ替入り交じる中で、"
"01:02:39","2026/01/15","14:35:42","speaker4","","じっと我慢して聞いてましてですね。彼らの言ってることは一体何だろうかと、私は小さなボールはポストたんですよ。あの"
"01:02:48","2026/01/15","14:35:51","speaker4","","上からぶら下がった火力発電所のボイラーを見たことはないですよ。"
"01:02:52","2026/01/15","14:35:55","speaker3","","1週間経って初めて現場を見せてもらった。いやあ起きちゃったね。"
"01:02:58","2026/01/15","14:36:01","speaker4","","いやとんでもない大きかった。はい。びっくりするわけよ。今でも小さいんですけどもね一番大きな三菱の間で12万5000円ですから、あとは6万ぐらいですね。35"
"01:03:14","2026/01/15","14:36:17","speaker6","","35923と55は、日立バブコック"
"01:03:19","2026/01/15","14:36:22","speaker6","","4号が石川島65は三菱ということで全部の種類がここにはありました。"
"01:03:28","2026/01/15","14:36:31","speaker6","","これがそうですね。ここにそこにそう見えない人ごめんね。これ1993年の私どもの暑中祝いということで出したなどがあったんで持ってきました。ベッセル株式会社住所はですね。"
"01:03:51","2026/01/15","14:36:54","speaker3","","そう。"
"01:03:53","2026/01/15","14:36:56","speaker6","","寺田ビルと書いてあるから、向こうの向こうのさっき牙の向こうに何とか神社があるんですが、"
"01:04:07","2026/01/15","14:37:10","speaker6","","須崎神社須崎神社の前のビルの寺田ビルの4階にいたときの話です。このときに誰がいたのかな。長くんもいない。中村さんもいない5台もいない。"
"01:04:23","2026/01/15","14:37:26","speaker6","","木村もいない誰もいないな。俺1人だねやっぱり"
"01:04:31","2026/01/15","14:37:34","speaker6","","うん。でも、あそこにですねちょっと小さなさ、35バック日立45FW、IHI45馬場国士達65C三菱ボイラーPSCジャッキダウン"
"01:04:48","2026/01/15","14:37:51","speaker3","","システムとか言ってね。"
"01:04:54","2026/01/15","14:37:57","speaker6","","下にですね、この"
"01:05:02","2026/01/15","14:38:05","speaker3","","オペを"
"01:05:04","2026/01/15","14:38:07","speaker3","","オペレーションをオペレーティング別紙らがやったと"
"01:05:09","2026/01/15","14:38:12","speaker3","","確かにそう書いたよね。"
"01:05:13","2026/01/15","14:38:16","speaker3","","というふうに書いてあるね。"
"01:05:18","2026/01/15","14:38:21","speaker6","","たったたった1人の"
"01:05:22","2026/01/15","14:38:25","speaker6","","男はですね、何にも知らないボイラーに飛び込んでいってですね、"
"01:05:31","2026/01/15","14:38:34","speaker6","","東京電力"
"01:05:34","2026/01/15","14:38:37","speaker6","","東電工業、それから大変林業というボイラーのプロフェッショナルたちの中に入って、私ここで3年半"
"01:05:43","2026/01/15","14:38:46","speaker5","","3年半頑張りました。"
"01:05:46","2026/01/15","14:38:49","speaker3","","頑張りました。その間にですね、5台が北志岐村が来たし、ということでこれ終わる頃には、社員が五、六人になってたのかな"
"01:06:00","2026/01/15","14:39:03","speaker3","","じゃないですか。ないんじゃないすかね。なってたのかな。はい。"
"01:06:06","2026/01/15","14:39:09","speaker6","","ということです。これ立ってるこのクレーンは帯電量の500tのクローラですずっとこの500tの頃は我々使ってましたんで、"
"01:06:21","2026/01/15","14:39:24","speaker3","","うん。"
"01:06:22","2026/01/15","14:39:25","speaker3","","うん。"
"01:06:32","2026/01/15","14:39:35","speaker6","","なんか向こうの方に、向こうの方にビルが見えるのはあれクレーンが上に乗ってるから聖路加病院作ってるのかもわからんね。"
"01:06:41","2026/01/15","14:39:44","speaker6","","ネームあれ、あれちこ横にブリッジがあるから、せいろ方をまた作ってるときでしょうねしてみると、"
"01:06:51","2026/01/15","14:39:54","speaker3","","うん。"
"01:06:54","2026/01/15","14:39:57","speaker6","","頑張ってきたんで、このときに"
"01:06:59","2026/01/15","14:40:02","speaker4","","大平連合が"
"01:07:01","2026/01/15","14:40:04","speaker6","","やった画期的なボイラーの解体工法がPSCというジャッキダウンシステムですこれは今あの今この右側のあの500tのクレーンがつり上げてるあの下にぶら下がってんのがあるPSPのジャッキです。"
"01:07:22","2026/01/15","14:40:25","speaker6","","あれを"
"01:07:25","2026/01/15","14:40:28","speaker4","","ボイラー建屋の上に20球ぐらい載せるんですねどうせこれはワイヤーのジャッキでワイヤーがずっと50メーターぐらいワイヤーの長さがずっとありますから、このワイヤーで"
"01:07:37","2026/01/15","14:40:40","speaker4","","ハンギングタイプ全部が力発電所のボイラーってのはぶら下がってますから、ぶら下がってるそれをですね、このジャッキで釣るわけですよ。ちってて元々あった吊り棒という金具をですね切っちゃって"
"01:07:56","2026/01/15","14:40:59","speaker4","","Yに置き換えるんですね。置き換えて、そのワイヤーを下げていくことによって、ボイラーを下げてくると下で誰も落としをやるという画期的なシステムだったんすね。うん。うん。わかった画期的なシステムというふうに言っておきましょう。"
"01:08:15","2026/01/15","14:41:18","speaker6","","東京電力はですね、全部このボイラー4冠をこのジャッキダウンでやるということでこのジャッキはですね、一つ1セットしかなくて、北海道の札幌の北にある江別江別火力発電北海道電力の江別火力発電所に行って、石川島の間をですね、蓋間やってるのを我々は東京電力として別で"
