"会議開始からの時刻","日付","時刻","話者","タグ","発言内容"
"00:35:22","2026/01/15","14:11:50","speaker1","","その企業は全部逃げ、逃げていこうとするその18年間一度も黒字を出したことないハウステンボスを、H.I.S.の沢田さんが引き受けるんですけども。ただCSのHIFの幹部たちは、"
"00:35:40","2026/01/15","14:12:08","speaker1","","社長お1人でどうぞ。東京は自分たちが守りますから、もし本当にやるなら、お1人でどうぞ。エイチ・アイ・エスの社員は1人もこのハウステンボスの債権っていうか、これには賛成しませんと、社長お1人でどうぞ"
"00:35:59","2026/01/15","14:12:27","speaker1","","沢田さんはあそこへ行ってですね、日音羽、半年でですね、4月に行って12月に黒字化するんですね。で、この人の書いた本ね運をつかめと、運をつかめた"
"00:36:16","2026/01/15","14:12:44","speaker1","","確かにそうなんすよ。ハウステンボスが黒字化したときに、あそこでイルミネーションを点灯式をやるから来てくれないかということでいきました。"
"00:36:32","2026/01/15","14:13:00","speaker1","","なんか、"
"00:36:36","2026/01/15","14:13:04","speaker1","","三重県のなばなの里のですね、イルミネーションの水冷世界第2とかっていう点灯式をやったんですが、ちょうどすぐ横のジャパネットたかたの高村さんも来てくださいましてですね、一緒に食事をしたんですが、みんな小さなラジオやからですね平戸の小さなラジオ屋が今、とんでもない大きなジャパネット高沢の大きな会社んなりました。"
"00:37:07","2026/01/15","14:13:35","speaker1","","この前、ついでにジャパネットたかたさんのジャパネットクルーズもどっちですけど、とんでもないビジネスの幅を広げてですね、大きな土木インフラですね。みんなどうしてどうしてそうなんだ。なぜそうなんだっていう、ずっと自問自答しながら道を見つけていった人たち"
"00:37:32","2026/01/15","14:14:00","speaker1","","ですね。はい。"
"00:37:38","2026/01/15","14:14:06","speaker1","","うん。"
"00:37:42","2026/01/15","14:14:10","speaker1","","次は何ですか。"
"00:37:49","2026/01/15","14:14:17","speaker1","","どんどん送ってください。"
"00:37:54","2026/01/15","14:14:22","speaker1","","うん。だんだんいいとこ押しちゃったんすよ。"
"00:37:59","2026/01/15","14:14:27","speaker1","","その"
"00:38:03","2026/01/15","14:14:31","speaker1","","実、みんなその"
"00:38:06","2026/01/15","14:14:34","speaker1","","こういう成功した企業家はですね、非常に先ほどお話したように、先見性がありしかも管の良さがですね、管の良さが並外れて素晴らしいという、そういう度胸もあると思いますねやり遂げ、やり遂げるという状況もあると思います。"
"00:38:31","2026/01/15","14:14:59","speaker1","","我々の見積もりどうするかっていう話に、僕ら入っていきたいと思います。積算をするデータっていうのはこれは拾えば出てきます。"
"00:38:43","2026/01/15","14:15:11","speaker1","","先ほどちょっとお話しました。"
"00:38:47","2026/01/15","14:15:15","speaker1","","あの木場公園の橋井まで何メーターあるかという話をしたときに残念なことに、こうだからこうだというふうに思うっていう話が出てこなかったんですね。"
"00:39:04","2026/01/15","14:15:32","speaker1","","少し自慢話をさせてください。2000年のお話です。今から25年前の話です。うん。私は"
"00:39:18","2026/01/15","14:15:46","speaker1","","出光の兵庫正昭、姫路の兵庫正所の全面解体をこれは別所らという名前が使えなくて掃除は控えたいっていう名前を使ってましたけども、機械解体の代表としてですね、そこに参加をするということで、"
"00:39:38","2026/01/15","14:16:06","speaker1","","とんでもないサンキューさんだとか、鹿島建設さんだとか、あそこに30年間工場があって、背せっかく70年から2000年まで30年間操業したところの協力会の会長副会長をずっと進めてきた。その鹿島39というこのグループがですね、全体のことをやろうとしてたんですが、"
"00:40:07","2026/01/15","14:16:35","speaker1","","吉野さやってくれと出光の調達に言われましてですね、半値以下の値段で引き受けたんです。"
"00:40:18","2026/01/15","14:16:46","speaker1","","とんでもない値段で引き受けたんす。"
"00:40:21","2026/01/15","14:16:49","speaker1","","やることになる。それはいいんです。ところが戦後70年の4月の初めにですね、まだ工事が始まる1ヶ月も前だったんですが、緊急に業者が全部呼ばれたんです解体工事をやる業者が100人ぐらいですね、緊急で呼ばれまして、"
"00:40:41","2026/01/15","14:17:09","speaker1","","その日は"
"00:40:43","2026/01/15","14:17:11","speaker1","","姫路に1泊して帰ってくれと。とにかく工場に昼過ぎに着いてくれということで、何のことかわかりません。とにかく呼ばれたから行きました。そしたらですね。"
"00:40:59","2026/01/15","14:17:27","speaker1","","工場がなくなるんで"
"00:41:02","2026/01/15","14:17:30","speaker1","","満開の桜の下で姫路城の桜の下で"
"00:41:07","2026/01/15","14:17:35","speaker1","","お別れの工場がなくなるお別れの大蕨をやろうと、こういうことでものすごいござを引いてるしね。舞台を作って、"
"00:41:24","2026/01/15","14:17:52","speaker1","","投光器を1010分ぐらいずっと周りに立ててですね、工場の人が40人ぐらい、業者が100人ぐらい、150人くらいで大"
"00:41:38","2026/01/15","14:18:06","speaker1","","大花火大会が始まったわけです。"
"00:41:42","2026/01/15","14:18:10","speaker1","","かなりどんどん"
"00:41:46","2026/01/15","14:18:14","speaker1","","もたけなわのときに、あそこの全体の工事を主催する保全課長がですね、みんな静かにしろと、ちょっと俺の話聞けということでマイクを持ってですね。"
"00:42:01","2026/01/15","14:18:29","speaker1","","こういったんです姫路をライトアップされて綺麗だよ。立派な大きなおいおいぞすげえな世界一だなっていう話んなってその後"
"00:42:16","2026/01/15","14:18:44","speaker1","","この姫路城と牛の工場にある煙突とどっちが高いと、こういうふうに言ったんですね。"
"00:42:25","2026/01/15","14:18:53","speaker1","","ただざわついてた150人がシーンとしたら誰も答えなかった。"
"00:42:31","2026/01/15","14:18:59","speaker1","","誰も答えなかった。"
"00:42:36","2026/01/15","14:19:04","speaker1","","あんまり静かになったんで、しょうがない私、手挙げたんですよ保全の課長と初めて会うんですね。"
"00:42:44","2026/01/15","14:19:12","speaker1","","出てこいって言うから舞台に上がりまして"
"00:42:47","2026/01/15","14:19:15","speaker1","","姫路城とうちの工場の育ちが高いっていう話んなって、"
"00:42:53","2026/01/15","14:19:21","speaker1","","すいません。私は来るときに、新幹線の中で図面を見ながら来ました工場の煙突が150メーターってことは存じております問題はこの姫路城の高さがわかりませんと"
"00:43:09","2026/01/15","14:19:37","speaker1","","寝る前にあるんですよわかりませんでした。でも、私の考え方を言わさしてもらっていいですかと"
"00:43:16","2026/01/15","14:19:44","speaker1","","言ってみろっていうかな。"
"00:43:18","2026/01/15","14:19:46","speaker1","","この目の前のこの丘に他の上に石垣があって、その上に5層の天守はありますよねと目の前の岡藤も私はここで見て、50メーターぐらいだと思いますと"
"00:43:34","2026/01/15","14:20:02","speaker1","","これは後から退散をしますけれども問題は、石垣とお城がどのぐらいの高さあるかということで、これは私の考え方を言わさしてください。"
"00:43:45","2026/01/15","14:20:13","speaker1","","石垣が15メーター、5層の天守があって、屋根があるから6層というふうにいいますと、1層7メーターと見ると6C42、それに15mの石垣を足して、あと大の丘の50メーターを足すと107メーター110メーターほどになりますから、工場の150メーターの煙突が間違いなく高いと思います。"
"00:44:10","2026/01/15","14:20:38","speaker1","","と言ったら、そうか、お母さんと言って終わったんです。"
"00:44:15","2026/01/15","14:20:43","speaker1","","それで終わりです。そうか。飲み直そうってまた宴会始まったんですね。"
"00:44:22","2026/01/15","14:20:50","speaker1","","帰り際にその保全課長はですね。はい。"
"00:44:27","2026/01/15","14:20:55","speaker1","","あんた、どこの誰か知らんけども多数工場へ来いと"
"00:44:32","2026/01/15","14:21:00","speaker1","","10時に工場へということで工場行きました。そしたら、"
"00:44:38","2026/01/15","14:21:06","speaker1","","地元のブラフの説明会が、テナーうるさいブラックなんだよ区長が70人もいてみんな利権に絡んだり中たちばっかりで、そのブラックを通らないと工場に重機も入らないしスタッフも入らないんだと"
"00:44:56","2026/01/15","14:21:24","speaker1","","その区長たちの説明会があるんだお前やってくれよと、こういうことんなってですね、393だとか鹿島さんだとか五洋建設だとか日揮だとか千代田だとかっていうそういうずっとデイリーの業者がいるんですけどもみんな脇に置くから"
"00:45:15","2026/01/15","14:21:43","speaker1","","あったらやれよと"
"00:45:17","2026/01/15","14:21:45","speaker1","","俺は"
"00:45:19","2026/01/15","14:21:47","speaker1","","出られないから、保全だから出られない工場長が出る方も言われてられないから"
"00:45:27","2026/01/15","14:21:55","speaker1","","その日"
"00:45:28","2026/01/15","14:21:56","speaker1","","クラブで姫路のクラブで待っとるから"
"00:45:32","2026/01/15","14:22:00","speaker1","","終わったら来てくれた。"
"00:45:34","2026/01/15","14:22:02","speaker1","","いうことであのうるさい区長たち70人入ってるんですね。説明会をやりました。"
"00:45:44","2026/01/15","14:22:12","speaker1","","問題は姫路の高沢"
"00:45:47","2026/01/15","14:22:15","speaker1","","わかっておりません。"
"00:45:49","2026/01/15","14:22:17","speaker1","","去年24年ぶりに確かめに行きました。さて何メーターでしょ"
"00:45:58","2026/01/15","14:22:26","speaker1","","はい。はい。"
"00:46:06","2026/01/15","14:22:34","speaker1","","誰か何か言う人もいますか。"
"00:46:09","2026/01/15","14:22:37","speaker1","","手を挙げる勇気のある人"
"00:46:13","2026/01/15","14:22:41","speaker1","","石川さんどうですか。"
"00:46:19","2026/01/15","14:22:47","speaker1","","技術を1回ちょっとあるんすけどはい。あの丘の高さは50メーター間違いないです他の高さ50m、あとは後ろの高さです。"
"00:46:30","2026/01/15","14:22:58","speaker1","","石垣から屋根のてっぺん"
"00:46:38","2026/01/15","14:23:06","speaker1","","ちょっとすいません。すいません。うん。いやいや。だから、"
"00:46:43","2026/01/15","14:23:11","speaker1","","これを自分は間違っていいんですだって私だってさっき話したのは間違ってたんですか。"
"00:46:53","2026/01/15","14:23:21","speaker1","","実際に去年行って確かめてびっくりしました。"
"00:46:57","2026/01/15","14:23:25","speaker1","","94.5メーターでした。"
"00:47:00","2026/01/15","14:23:28","speaker1","","要するに、あの白をですね石垣の15メーターもあってました。要するに一掃を何メーターで見るかって私7メーターで見たんですね。6六、七42メーターと見たんですね。実際には5メーターぐらいしかなくなる。後ろの1層っていうのは、"
"00:47:19","2026/01/15","14:23:47","speaker1","","非案が低いんです。"
"00:47:21","2026/01/15","14:23:49","speaker1","","荼毘普通ビルね今マンションだとかビルは大体4メーターあるかないかぐらいですね。背の高いところで4.5メーター5メーターぐらい低いところ3.5メーターぐらいのビルのワンフロアですね。後ろはですね、5メーターぐらい。"
"00:47:41","2026/01/15","14:24:09","speaker1","","だろうというふうに思います。屋根もありますから、そうすると屋根を入れて6層とすると、五、六30メーターというと50メーター15メーター30メーターで、大体95メーターぐらいなんですね。これがどうも正解のようです。"
"00:48:00","2026/01/15","14:24:28","speaker1","","本来はどうしてそう思ったかっちゅう、このことが大事。光森にとって一番大事なこのことなんです。なぜそう思ったかで、見積もりはですねこれから皆さん見積もりをやっていただかないか買っていただいたんですが"
"00:48:15","2026/01/15","14:24:43","speaker1","","見積もりは2番になっても何の意味もないですからなきゃいかんです。"
"00:48:21","2026/01/15","14:24:49","speaker1","","貸さなきゃいけない。"
"00:48:23","2026/01/15","14:24:51","speaker1","","うん。2番になっても何も触れられないですよね一番が濃ければ話は別でしょうけども方なきゃいかんです。勝つためにどうするかっていうのが、これが見積もりをする人の仕事です。もちろん積算したデータはあるでしょうね。機器をね、拾ってみたら、例えば液買ったら5000tぐらいありましたよと。しかし、拾えない部分がいっぱいあります。"
"00:48:49","2026/01/15","14:25:17","speaker1","","ね配管だとか学校だとかですね、"
"00:48:54","2026/01/15","14:25:22","speaker1","","そっから基礎の鉄筋だとかいろいろありますよ。だから広い部分もいっぱいあります。だからどうやってそれを拾うかという。"
"00:49:04","2026/01/15","14:25:32","speaker1","","いうこの難しさが、三堀をする人たちにのしかかってくるといいますか、迷わせる要因になるんですね。どうやったら見積もりをできるかっていう。"
"00:49:24","2026/01/15","14:25:52","speaker1","","これから先です。"
"00:49:25","2026/01/15","14:25:53","speaker1","","花粉のよさを磨くという常に数字に置き換えるという。"
"00:49:33","2026/01/15","14:26:01","speaker1","","ね。常に何もかも数字に置き換えるし、例えばこの勉強会が5時半に始まったよと。今時計見てないんで私わかりませんけども今どのぐらい経過したかね。45分ぐらい経過したのかね。40分ぐらい経過したのかわかりません。いわゆる正確な何時ですか。"
"00:50:02","2026/01/15","14:26:30","speaker1","","3818"
"00:50:06","2026/01/15","14:26:34","speaker1","","45分ぐらいたったのね大体そんなもんだよね要するに感の良さをですねどうやって磨くかっていう、常にこれと闘い続けないと、見積もりはできないんですよ。"
"00:50:24","2026/01/15","14:26:52","speaker1","","私は明日もゴルフですけれども、お客さんとかですけど昔、33歳のときは、生まれて初めてゴルフをする時に、名古屋で教えられたことが教えられたっていうふうにも聞いたことがあるんです。"
"00:50:44","2026/01/15","14:27:12","speaker1","","一緒に回った名古屋平田工業の私の野外になるような社長さんがいらっしゃって、60過ぎて、ゴルフのシングルになられた非常にゴルフのアプローチのうまい。"
"00:50:59","2026/01/15","14:27:27","speaker1","","方だったんで、その社長に"
"00:51:03","2026/01/15","14:27:31","speaker1","","社長アプローチを教えてくださいと。どうやって打ったらあんなに正確にピンに寄るんですかっつったら、"
"00:51:13","2026/01/15","14:27:41","speaker1","","吉野くん、君は変なこと聞くねって言うんですね。"
"00:51:18","2026/01/15","14:27:46","speaker1","","何何何が変、変ですかったら、そんなことできる奴がいるわけないだろっていうんすよ。でも社長やってるじゃないすか。"
"00:51:28","2026/01/15","14:27:56","speaker1","","あるな。やってるんぢゃない。できてるんだって言うんですね。"
"00:51:32","2026/01/15","14:28:00","speaker1","","いいかと"
"00:51:34","2026/01/15","14:28:02","speaker1","","よく聞け。"
"00:51:38","2026/01/15","14:28:06","speaker1","","ピンを見るだろう。"
"00:51:40","2026/01/15","14:28:08","speaker1","","球を見るだろう。"
"00:51:42","2026/01/15","14:28:10","speaker1","","ピンを見るだろう。多分いるだろう。"
"00:51:46","2026/01/15","14:28:14","speaker1","","もう1回、金融だろう。打てばいいんだ。"
"00:51:51","2026/01/15","14:28:19","speaker1","","詳しくわかるか。"
"00:51:56","2026/01/15","14:28:24","speaker1","","打てばいいんだ。"
"00:51:59","2026/01/15","14:28:27","speaker1","","そんなこと人間できる馬鹿"
"00:52:03","2026/01/15","14:28:31","speaker1","","逆にどこまで手を挙げたらねどうなるとか、そんなことが逆に人間できるわけないんだっつんだね。そのね、強さもあるし、フリーフォームもあるし、どこに当たるかもあるしね。そんなものはきちっと打てるわけがないんだと"
"00:52:20","2026/01/15","14:28:48","speaker1","","人間は"
"00:52:22","2026/01/15","14:28:50","speaker1","","感覚で打つんだと"
"00:52:24","2026/01/15","14:28:52","speaker1","","ね、見たら打てるんだと"
"00:52:29","2026/01/15","14:28:57","speaker1","","私はとんでもない話だと思いました。"
"00:52:32","2026/01/15","14:29:00","speaker1","","私もちょうどその社長がし頃のシングルになったと同じ時期5058歳のときに、自分も寝具になろうというふうに思いまして。ずいぶん経ちまして25年経ったんですね。"
"00:52:48","2026/01/15","14:29:16","speaker1","","25年経って、まだその真髄に至らなかったんですけども、新聞なるために東京出てくる前朝6時からCの間、毎朝練習しましたアプローチの練習しました。"
"00:53:05","2026/01/15","14:29:33","speaker1","","真っ暗だから、もう今頃真っ暗ですね。6時からマックの中で練習しました。それから、知らなくて車で東京に出てくるこの生活を2年間やって、ハンデ8に"
"00:53:21","2026/01/15","14:29:49","speaker1","","してもらいましたけども、25年間やろうと思って、ハンデ15だった自分がですね、60歳を間近にして、2年間でゴルフのシングルをやると決めてやったんです。"
"00:53:37","2026/01/15","14:30:05","speaker1","","そのときに初めてわかった。"
"00:53:39","2026/01/15","14:30:07","speaker1","","あの膝社長が言ったのはこういうことなのかと"
"00:53:46","2026/01/15","14:30:14","speaker1","","見たら打てるんです。"
"00:53:48","2026/01/15","14:30:16","speaker1","","考えなくても打てるんです。"
"00:53:51","2026/01/15","14:30:19","speaker1","","ばらっとね39ぐらいばらっとぶちまけてですね、順にAさん40ヤードも打ってくとですね、ここにばらけたと同じように向こうに球が揃うんですね。また向こうからこっち打ち返す。それ一時1時間、毎日やるんですね。"
"00:54:10","2026/01/15","14:30:38","speaker1","","そしたら"
"00:54:12","2026/01/15","14:30:40","speaker1","","思ったように打てるようになりました。"
"00:54:16","2026/01/15","14:30:44","speaker1","","いわゆる"
"00:54:17","2026/01/15","14:30:45","speaker1","","もう機械的なもんじゃ感なんですね。で、我々は私は見積もりも、まさにこの通りだと思います。だから常に日ごろ、常日頃全て例えば信号で止まったとこの信号は大きな信号だから、例えば次の青に変わるまで"
"00:54:37","2026/01/15","14:31:05","speaker1","","1分30秒ぐらいかかるよねというふうに仮説を立てるんですね。それで自分で測ってみて10秒違ったとか。"
"00:54:48","2026/01/15","14:31:16","speaker1","","ということ毎日やるんです。ちょっと"
"00:54:55","2026/01/15","14:31:23","speaker1","","PDCAの"
"00:54:57","2026/01/15","14:31:25","speaker1","","やつは"
"00:55:07","2026/01/15","14:31:35","speaker1","","俺だって終わるの何時に終わるのを9019時-9時ですけど19時は質問があるので質問が45分までにはこれは皆さん勉強する負債ルーだろうと思います。これは品質管理でよく使われる。"
"00:55:26","2026/01/15","14:31:54","speaker1","","ところなんですが、我々見積もりの段階は、あの左側のもうこれだけ"
"00:55:39","2026/01/15","14:32:07","speaker1","","見積もり計画でもいいんですが、"
"00:55:41","2026/01/15","14:32:09","speaker1","","それを必ず毎回のように自分でチェックすると"
"00:55:46","2026/01/15","14:32:14","speaker1","","何回も何回も繰り返しますねこれを、そうするとおのずと物を見る目が変わってきます。"
"00:55:55","2026/01/15","14:32:23","speaker1","","これは訓練しないと駄目です。とにかく全てエレベーター乗ったらナビをかかってつくとかでこっから木花駅まで歩いたら何分かかるとか。"
"00:56:11","2026/01/15","14:32:39","speaker1","","途中のここの信号高速道路の信号、二つ大きな信号があります。この二つの信号に引っかかる場合と引っかからない場合と、どのぐらい時間が違うのかとかね。"
"00:56:26","2026/01/15","14:32:54","speaker1","","そうすると、"
"00:56:29","2026/01/15","14:32:57","speaker1","","自分で何かを気にしながら歩く時間を気にする。それから、警察署の前のはある。あの貸金まで"
"00:56:39","2026/01/15","14:33:07","speaker1","","歩数で数えて、100歩ゴルフのあれで言うと100ヤードというふうに決めて歩いていって、またその先のローソンの門間で何ヤードって決めて歩いていってどのぐらい違ったかっていう。これを毎日繰り返す。"
"00:56:59","2026/01/15","14:33:27","speaker1","","毎日来る。"
"00:57:02","2026/01/15","14:33:30","speaker1","","私出光の柴野工場に10年ほど出入りしてて、駐車場ちょうどその前の展示の前のあそこに車つけてですね、現場まで行くと、遠いところは1キロ歩かなきゃいかんですね。"
"00:57:18","2026/01/15","14:33:46","speaker1","","本当そのたんびに歩きながらですねあの熱交換器までラインや、このね街のそばで何やろ、必ず歩きながら歩数を数えながら行くんですね。"
"00:57:35","2026/01/15","14:34:03","speaker1","","今ちょっと間に降りました。見積もりしてないんだよね。いや考え売りましたけど、あの頃はですね、ほとんど狂わなかったですね。うん、ほとんど売れなかった。"
"00:57:46","2026/01/15","14:34:14","speaker1","","見積もりをやめて、"
"00:57:49","2026/01/15","14:34:17","speaker1","","何歳で辞めたのか超高齢泉津森薬局をもう駄目だね。三堀を辞めて初めて私は時計を買いました。"
"00:58:02","2026/01/15","14:34:30","speaker1","","東京はめたことないですよ感が鈍るから"
"00:58:06","2026/01/15","14:34:34","speaker1","","見積もりをやらなくなって初めて時計を買いました。"
"00:58:12","2026/01/15","14:34:40","speaker1","","それでも今でもエレベーターに乗ると数数えてます。"
"00:58:18","2026/01/15","14:34:46","speaker1","","夜中トイレに夜中に起きると、今何時ってわかります。"
"00:58:24","2026/01/15","14:34:52","speaker1","","2時半だなと。うん。ちょっと決めると、理事20分だったとかね。大体わかります。"
"00:58:35","2026/01/15","14:35:03","speaker1","","時間がわかるんです。"
"00:58:39","2026/01/15","14:35:07","speaker1","","人と待ち合わせしても、私あんまり早く行くことはないです。ギリギリしか行かないです。でもギリギリに必ず何分か前に着きます。うん。"
"00:58:50","2026/01/15","14:35:18","speaker1","","滅多に遅れることないです。必ず何分か前ですね。今日も先ほどイトーヨーカドー写真行ってですね、うどんを食べてきたんですけどもそれをしたら、"
"00:59:06","2026/01/15","14:35:34","speaker1","","ちょうどこのバスがですね、行っちゃったばっかりで、次に10分後なんですね。10分であの寒いバス停でますもう嫌だったんで建物の中に"
"00:59:23","2026/01/15","14:35:51","speaker1","","いてですよ。"
"00:59:25","2026/01/15","14:35:53","speaker1","","もういいだろうと言って出て行って、定時をついたら、さっとバスが入ってきましたね見積もりあってたと、こう思いました。要するに、常にですね。次に、いや、それ1本残すまた10分待たなきゃいかんわけですから今日の取締役会は間に合わなかった。"
"00:59:45","2026/01/15","14:36:13","speaker1","","そんときはタクシー乗らなきゃいけなくなるんでね。試着現存するという訓練をずっとやってきました。"
"00:59:56","2026/01/15","14:36:24","speaker1","","とにかく全て何かに数字に置き換えて考えるということをやっていって、そうすると、"
"01:00:05","2026/01/15","14:36:33","speaker1","","少しずつ考え良くなってきます感っていうのは磨かれるもんです。"
"01:00:10","2026/01/15","14:36:38","speaker1","","元々孫正義のようなですねああいう大天才は別にしてみんなあの間っていうのは作り上げるもんです。"
"01:00:25","2026/01/15","14:36:53","speaker1","","さて、"
"01:00:28","2026/01/15","14:36:56","speaker1","","いかがでしょう。"
"01:00:30","2026/01/15","14:36:58","speaker1","","後から質問もらいますけども。さて、本題の見積もりをどうするかと"
"01:00:37","2026/01/15","14:37:05","speaker1","","ということです私は名古屋から出てきてこの前お見せしたように12枚ぐらいの名刺を持ってですね、見積もり後して10年間1人で"
"01:00:53","2026/01/15","14:37:21","speaker1","","この会社も持ってきましたけども、見積もりやが"
"01:01:01","2026/01/15","14:37:29","speaker1","","できたのは、"
"01:01:03","2026/01/15","14:37:31","speaker1","","とにかくプラントはなぜ存在するは何のために存在するのか何を、原材料は何で作られる製品は一体何なんだと、この合成をするリアクターはどのぐらいの大きさでそこそこの中にどんな触媒が入ってて、"
"01:01:27","2026/01/15","14:37:55","speaker1","","触媒は何の役割をして、このAとBという原材料からCという製品を生み出していくのかという、その圧力と温度はどのぐらいなのかというようなこと、基礎的な知識を"
"01:01:44","2026/01/15","14:38:12","speaker1","","逆に先に勉強します。先に勉強してから現場へ行きます。"
"01:01:50","2026/01/15","14:38:18","speaker1","","そうすると、"
"01:01:51","2026/01/15","14:38:19","speaker1","","現場について"
"01:01:55","2026/01/15","14:38:23","speaker1","","ずっと見るぞ"
"01:01:57","2026/01/15","14:38:25","speaker1","","もう中に行かなくてもいいんですね。"
"01:02:00","2026/01/15","14:38:28","speaker1","","入口でくると、1回回ってくると、中に入りません。外の道路からぐるっと回ってくると1万飛んだな"
"01:02:09","2026/01/15","14:38:37","speaker1","","という1万飛んだな。うん。"
"01:02:13","2026/01/15","14:38:41","speaker1","","というそれは、"
"01:02:15","2026/01/15","14:38:43","speaker1","","仮置きですね。いわゆる仮説を立てるわけですよ。まず本当にこの1万tという自分の見た1万tが、本当に1万tあるだろうかっていう図面を拾います。"
"01:02:31","2026/01/15","14:38:59","speaker1","","拾った図面の数字が5000tあったとか6000tあったとかあと他に、ね、我々が拾えなかった小さなポンプだとかこういう配管だとか、芽胞だとか。"
"01:02:47","2026/01/15","14:39:15","speaker1","","こういうので、4000tあるだろうかというのを一生懸命研修しています。"
"01:02:53","2026/01/15","14:39:21","speaker1","","だんだんだんだん見えてくるんですね。一番あるわよと"
"01:03:00","2026/01/15","14:39:28","speaker1","","だんだんだんだん見えてくるんですね。"
"01:03:03","2026/01/15","14:39:31","speaker1","","そうかと"
"01:03:05","2026/01/15","14:39:33","speaker1","","そうかと"
"01:03:06","2026/01/15","14:39:34","speaker1","","うん。これは150メーター掛ける150メーター四方だと2万2500平米になるとかね2万2500平米で1万飛んだと"
"01:03:21","2026/01/15","14:39:49","speaker1","","平米当たりなんぼだな。500キロぐらい何とかね。"
"01:03:27","2026/01/15","14:39:55","speaker1","","大体400キロぐらいかな。裾でとりあえず仮仮置きするわけですから灯油だから広さで見るか、高さで見るか。"
"01:03:38","2026/01/15","14:40:06","speaker1","","ね。それとも積算をした資料に積み上げてってみるか。"
"01:03:46","2026/01/15","14:40:14","speaker1","","名人の見方は違います。"
"01:03:49","2026/01/15","14:40:17","speaker1","","美人な見方はですね、"
"01:03:53","2026/01/15","14:40:21","speaker1","","地面を見るんですよね。"
"01:03:57","2026/01/15","14:40:25","speaker1","","うん。全部取って基礎まで取って、"
"01:04:02","2026/01/15","14:40:30","speaker1","","ここに土を盛って規定上戻したら何立米土がいるだろうかと"
"01:04:11","2026/01/15","14:40:39","speaker1","","待つよと"
"01:04:12","2026/01/15","14:40:40","speaker1","","土間があって、いろんなプラントが建っててですねそのプラント6社見えませんしかし、"
"01:04:20","2026/01/15","14:40:48","speaker1","","どのぐらい。"
"01:04:23","2026/01/15","14:40:51","speaker1","","地面が下がるだろうかと"
"01:04:26","2026/01/15","14:40:54","speaker1","","コンクリートを出した後ね、どのぐらい地面が下がるだろうかと"
"01:04:31","2026/01/15","14:40:59","speaker1","","20センチなのか25センチなのか30センチなのか。"
"01:04:37","2026/01/15","14:41:05","speaker1","","例えば、先ほどの2万2500平米があってね20センチ下げるとね4400立米ですよね。30センチ下げると長瀬流力になるよねという。"
"01:04:52","2026/01/15","14:41:20","speaker1","","どういう見方、見方はいろいろあります。"
"01:04:55","2026/01/15","14:41:23","speaker1","","何を見るかっていう、いろんな多元的な見方をするんですね。例えば25センチだとするとちょっと計算できませんけども、25センチ掛ける2万2500平米はどのぐらいで6010度ぐらいになりますかね大体ね56000立米だね。"
"01:05:15","2026/01/15","14:41:43","speaker1","","という。うん。"
"01:05:17","2026/01/15","14:41:45","speaker1","","いうふうに見ると、コンクリートの比重というのは2.4です。"
"01:05:22","2026/01/15","14:41:50","speaker1","","とね、このいわゆる6000立米の"
"01:05:31","2026/01/15","14:41:59","speaker1","","コンクリートの支持は2.42が621万4400tですか。"
"01:05:38","2026/01/15","14:42:06","speaker1","","ね、1万4000円になります。先ほど、"
"01:05:42","2026/01/15","14:42:10","speaker1","","拾った1万tというのと下のコンクリートが1万4400と、ちょっとコンクリート見すぎたかな23センチにしてみようかとか、あと1万tぐらいならないかと。いや、下のコンクリートの量と、上の機器の重量と"
"01:06:03","2026/01/15","14:42:31","speaker1","","同じだというふうに考えてみたらどうだろうかと"
"01:06:10","2026/01/15","14:42:38","speaker1","","もちろん我々千葉の工場いろんなことやるんです三井化学も昔は三井石油化学と言いました住友化学、それから"
"01:06:27","2026/01/15","14:42:55","speaker1","","丸善石油だとかいろいろあって、あの"
"01:06:32","2026/01/15","14:43:00","speaker1","","同じプラントをやっても"
"01:06:35","2026/01/15","14:43:03","speaker1","","コンクリートの量違います。誰が設計したかって、日建設計が設計したようなコンクリートの基礎はですね、特に出光は日建設計が多いんですけど日経設計が設計したやつは2割から3割コンクリート多いです。"
"01:06:50","2026/01/15","14:43:18","speaker1","","その分、設計の基準が違います。同じ日揮のプラントでも同じするものもやってもコンクリート量違います。ですから、一概に言えませんけども。しかし、ある程度の概算はつかめるんですね。"
"01:07:07","2026/01/15","14:43:35","speaker1","","面積で見るとか、どのぐらい基礎があるだろうかと、この基礎の量で見るとか、ぱっと一目場合を1万飛んだというふうに見るかきちっと拾い直してみるか。"
"01:07:25","2026/01/15","14:43:53","speaker1","","それは訓練をしてください。失敗していいんです。何回も失敗するんです。失敗すると離婚なります。"
"01:07:33","2026/01/15","14:44:01","speaker1","","必ずこの検証をするというね見積もりをするそれを必ず後から検証すると、今我々たくさんのデータを持ってます。"
"01:07:48","2026/01/15","14:44:16","speaker1","","いろんなプラントをやってるし、たくさんのデータ持ってます。どこのプラントでどれだけの面積があってどれだけのスクラップが出たとか、今三井化学も岩国でやってますしいろんなとこやってる。"
"01:08:05","2026/01/15","14:44:33","speaker1","","みんなそれぞれのデータがあるはずですよね面積もわかるし、何の装置だった方もわかるし、その結果もわかってるわけですよ。そのデータを自分でね、資料のあるやつを拾い出して、"
"01:08:20","2026/01/15","14:44:48","speaker1","","自分の物差しを作ってみると、"
